72,44,210,450
117,53,231,458
170,234,224,284
127,181,193,274
50,55,235,456
163,394,212,500
179,337,211,404
40,2,374,458
120,415,153,460
125,247,250,327
328,56,390,204
11,1,322,450
35,1,212,150
35,124,291,489
176,138,261,381
107,15,262,456
90,103,214,430
187,224,235,287
244,139,285,199
284,48,330,111
161,118,213,180
107,9,156,73
131,227,149,291
177,123,208,165
213,147,243,187
244,174,273,213
211,189,241,231
181,213,212,251
185,259,215,298
152,190,182,230
142,146,173,185
103,168,134,206
64,17,231,472
1,2,430,500
117,15,243,430
45,3,227,500
97,3,327,500
70,155,279,345
198,146,269,358
120,15,254,486
110,48,248,380
68,5,210,497
163,273,250,318
87,15,254,479
165,325,192,355
106,58,216,462
42,3,372,400
39,1,352,500
120,191,187,481
189,72,261,297
195,369,261,500
88,52,197,415
125,108,271,500
112,130,211,435
56,146,189,500
45,8,226,487
145,205,196,362
141,210,240,420
69,21,242,472
201,321,217,371
112,164,221,290
146,132,206,195
19,38,250,479
140,163,182,310
243,408,257,449
54,26,232,464
87,8,219,496
106,118,177,426
73,42,155,273
111,191,183,422
152,345,212,500
149,74,221,299
188,227,257,486
220,118,294,372
73,6,471,326
171,39,329,437
144,33,258,455
218,100,256,195
222,235,261,385
225,341,261,454
1,2,254,500
15,26,476,345
168,250,197,339
130,1,233,481
107,245,209,500
176,102,234,188
103,93,241,499
49,47,219,454
45,6,276,495
103,189,125,225
103,272,131,352
103,2,374,500
75,97,251,420
107,1,315,495
102,199,231,312
36,1,202,346
107,1,333,500
25,1,329,500
133,68,224,454
128,1,351,500
114,48,221,427
143,3,205,158
135,165,233,391
119,1,268,496
89,97,110,162
135,210,186,277
111,6,242,496
115,25,223,493
14,422,71,473
22,1,260,500
46,10,238,484
110,80,225,459
74,2,324,500
88,4,278,500
41,8,240,496
75,5,209,496
141,14,289,449
70,15,258,489
175,200,201,220
207,201,228,217
260,193,283,211
285,186,310,202
100,15,211,472
184,2,255,284
16,2,342,500
186,192,233,311
42,4,279,499
241,235,296,279
69,52,202,419
121,5,250,496
153,106,254,349
72,105,138,182
125,192,248,251
92,36,214,220
3,129,133,316
79,131,249,255
14,2,306,500
111,69,255,390
128,337,199,459
200,309,227,426
4,15,267,500
193,124,245,289
219,352,243,417
105,65,294,500
125,12,231,485
38,8,437,373
205,172,258,378
49,34,234,500
127,61,287,309
136,156,192,371
138,27,321,473
137,50,290,387
108,6,277,496
80,15,142,306
49,26,212,486
82,24,254,487
129,24,328,186
90,52,234,442
159,158,183,220
188,249,210,309
199,320,225,381
221,304,242,366
227,381,250,442
258,431,283,493
145,86,282,482
81,11,238,493
70,11,238,494
102,18,207,455
114,321,150,479
119,466,138,500
112,290,150,374
133,174,167,252
151,86,183,164
178,89,206,169
201,78,236,160
168,196,209,354
99,1,361,339
122,2,232,499
96,4,296,457
168,1,271,331
145,213,221,280
83,147,124,235
256,194,353,479
290,57,343,167
24,2,239,500
16,132,139,500
2,7,308,489
153,1,335,443
191,243,297,489
132,121,190,316
87,51,229,496
113,206,151,306
138,54,284,444
123,47,296,481
58,1,308,458
63,58,220,387
149,175,174,226
125,94,205,277
86,96,187,475
58,160,271,362
153,129,224,320
177,398,214,492
70,65,239,448
2,2,304,499
188,395,227,500
127,22,289,150
88,169,217,263
80,61,209,362
131,2,306,492
47,79,333,500
142,185,210,327
173,90,321,450
212,33,370,458
125,28,254,477
96,65,277,481
212,424,245,500
162,1,261,419
115,35,207,393
1,1,297,500
95,5,250,481
197,4,245,166
115,20,218,441
77,22,208,450
142,319,158,336
149,295,163,312
126,305,142,324
69,320,85,337
90,308,105,327
112,298,125,314
118,274,132,291
119,249,132,266
138,261,152,280
76,1,282,458
36,66,231,469
38,19,375,500
238,170,334,500
179,107,249,270
154,359,186,450
12,4,311,500
114,204,196,435
165,1,196,89
63,44,244,500
93,83,257,464
68,15,293,479
16,42,357,471
114,8,225,488
128,143,211,400
223,358,261,388
100,278,219,346
1,1,259,500
54,117,188,294
121,79,275,399
158,274,326,469
81,2,317,421
153,4,375,500
160,4,318,497
101,37,213,436
140,152,214,302
96,11,244,488
7,1,472,326
3,5,333,498
247,196,356,334
141,423,160,446
160,435,177,454
178,445,198,465
199,434,216,453
200,456,216,475
199,475,215,496
218,440,235,459
237,426,254,444
257,414,273,433
167,135,198,201
124,239,155,309
153,246,184,312
181,255,210,319
83,354,116,424
113,359,143,424
141,358,173,423
171,362,198,425
195,366,221,429
134,116,219,389
130,121,229,397
97,5,245,486
61,90,209,417
135,27,245,473
